trial,local_us,latency
649,1747605980236574,10250
650,1747605980246838,25
651,1747605980246884,26
652,1747605980246922,25
653,1747605980246961,10192
654,1747605980257166,25
655,1747605980257205,25
656,1747605980257244,26
657,1747605980257282,25
658,1747605980257321,10250
659,1747605980267584,26
660,1747605980267623,25
661,1747605980267662,25
662,1747605980267700,10200
663,1747605980277913,25
664,1747605980277952,25
665,1747605980277991,26
666,1747605980278029,10199
667,1747605980288242,25
668,1747605980288280,26
669,1747605980288319,25
670,1747605980288358,25
671,1747605980288396,10250
672,1747605980298660,25
673,1747605980298699,26
674,1747605980298737,25
675,1747605980298776,10199
676,1747605980308989,26
677,1747605980309027,25
678,1747605980309066,25
679,1747605980309105,26
680,1747605980309143,10250
681,1747605980319407,26
682,1747605980319445,25
683,1747605980319484,25
684,1747605980319523,10200
685,1747605980329735,25
686,1747605980329774,25
687,1747605980329813,26
688,1747605980329851,25
689,1747605980329890,10250
690,1747605980340153,25
691,1747605980340192,25
692,1747605980340231,26
693,1747605980340269,10199
694,1747605980350482,25
695,1747605980350521,26
696,1747605980350559,25
697,1747605980350598,10199
698,1747605980360811,33
699,1747605980360857,25
700,1747605980360895,25
701,1747605980360934,25
702,1747605980360973,10243
703,1747605980371229,25
704,1747605980371267,25
705,1747605980371306,25
706,1747605980371345,10200
707,1747605980381557,25
708,1747605980381596,25
709,1747605980381635,26
710,1747605980381673,25
711,1747605980381712,10250
712,1747605980391975,26
713,1747605980392014,25
714,1747605980392053,25
715,1747605980392091,10200
716,1747605980402304,25
717,1747605980402343,25
718,1747605980402381,25
719,1747605980402420,25
720,1747605980402459,10251
721,1747605980412722,25
722,1747605980412761,25
723,1747605980412799,26
724,1747605980412845,10192
725,1747605980423051,25
726,1747605980423089,26
727,1747605980423128,25
728,1747605980423167,10199
729,1747605980433379,26
730,1747605980433418,25
731,1747605980433457,25
732,1747605980433495,26
733,1747605980433534,10250
734,1747605980443798,26
735,1747605980443836,25
736,1747605980443875,25
737,1747605980443914,10200
738,1747605980454126,25
739,1747605980454165,25
740,1747605980454204,26
741,1747605980454242,25
742,1747605980454281,10250
743,1747605980464544,25
744,1747605980464583,25
745,1747605980464622,26
746,1747605980464660,10199
747,1747605980474873,25
748,1747605980474912,26
749,1747605980474950,25
750,1747605980474989,10199
751,1747605980485202,26
752,1747605980485240,25
753,1747605980485279,25
754,1747605980485318,26
755,1747605980485356,10250
756,1747605980495620,25
757,1747605980495658,25
758,1747605980495697,25
759,1747605980495736,10200
760,1747605980505948,26
761,1747605980505987,25
762,1747605980506026,25
763,1747605980506064,26
764,1747605980506103,10250
765,1747605980516367,26
766,1747605980516405,25
767,1747605980516444,25
768,1747605980516483,10200
769,1747605980526695,25
770,1747605980526734,25
771,1747605980526773,26
772,1747605980526811,33
773,1747605980526857,10243
774,1747605980537113,25
775,1747605980537152,25
776,1747605980537191,26
777,1747605980537229,10199
778,1747605980547442,25
779,1747605980547481,26
780,1747605980547519,25
781,1747605980547558,10199
782,1747605980557771,26
783,1747605980557809,25
784,1747605980557848,25
785,1747605980557887,26
786,1747605980557925,10250
787,1747605980568189,26
788,1747605980568227,26
789,1747605980568266,25
790,1747605980568305,10199
791,1747605980578517,25
792,1747605980578556,25
793,1747605980578595,26
794,1747605980578633,25
795,1747605980578672,10250
796,1747605980588935,26
797,1747605980588974,25
798,1747605980589013,25
799,1747605980589051,10200
800,1747605980599264,25
801,1747605980599303,25
802,1747605980599341,26
803,1747605980599380,10199
804,1747605980609593,25
805,1747605980609631,26
806,1747605980609670,25
807,1747605980609709,25
808,1747605980609747,10250
809,1747605980620011,25
810,1747605980620049,26
811,1747605980620088,25
812,1747605980620127,10199
813,1747605980630339,26
814,1747605980630378,25
815,1747605980630417,25
816,1747605980630455,26
817,1747605980630494,10250
818,1747605980640758,26
819,1747605980640796,25
820,1747605980640835,32
821,1747605980640881,10192
822,1747605980651086,25
823,1747605980651125,25
824,1747605980651164,26
825,1747605980651202,25
826,1747605980651241,10250
827,1747605980661504,25
828,1747605980661543,25
829,1747605980661582,26
830,1747605980661620,10199
831,1747605980671833,25
832,1747605980671872,26
833,1747605980671910,25
834,1747605980671949,10199
835,1747605980682162,26
836,1747605980682200,25
837,1747605980682239,25
838,1747605980682278,26
839,1747605980682316,10250
840,1747605980692580,26
841,1747605980692618,25
842,1747605980692657,25
843,1747605980692696,10200
844,1747605980702908,25
845,1747605980702947,25
846,1747605980702986,26
847,1747605980703024,25
848,1747605980703063,10250
849,1747605980713326,25
850,1747605980713365,25
851,1747605980713404,26
852,1747605980713442,10200
853,1747605980723655,25
854,1747605980723694,25
855,1747605980723732,25
856,1747605980723771,25
857,1747605980723810,10251
858,1747605980734073,25
859,1747605980734112,25
860,1747605980734150,25
861,1747605980734189,10199
862,1747605980744402,25
863,1747605980744440,26
864,1747605980744479,25
865,1747605980744518,10199
866,1747605980754730,26
867,1747605980754769,25
868,1747605980754808,25
869,1747605980754854,26
870,1747605980754892,10243
871,1747605980765148,26
872,1747605980765187,25
873,1747605980765226,25
874,1747605980765264,10200
875,1747605980775477,25
876,1747605980775516,25
877,1747605980775554,26
878,1747605980775593,25
879,1747605980775632,10250
880,1747605980785895,26
881,1747605980785934,25
882,1747605980785973,25
883,1747605980786011,10200
884,1747605980796224,25
885,1747605980796263,25
886,1747605980796301,26
887,1747605980796340,10199
888,1747605980806553,25
889,1747605980806592,26
890,1747605980806630,26
891,1747605980806669,25
892,1747605980806708,10250
893,1747605980816971,26
894,1747605980817010,25
895,1747605980817049,25
896,1747605980817088,10200
897,1747605980827300,25
898,1747605980827339,25
899,1747605980827378,26
900,1747605980827416,10199
901,1747605980837629,25
902,1747605980837668,26
903,1747605980837706,25
904,1747605980837745,25
905,1747605980837783,10250
906,1747605980848047,25
907,1747605980848086,26
908,1747605980848124,25
909,1747605980848163,10199
910,1747605980858376,25
911,1747605980858414,26
912,1747605980858453,25
913,1747605980858492,25
914,1747605980858530,10250
915,1747605980868794,25
916,1747605980868832,33
917,1747605980868878,25
918,1747605980868917,10192
919,1747605980879122,26
920,1747605980879161,25
921,1747605980879200,25
922,1747605980879238,10200
923,1747605980889451,25
924,1747605980889490,25
925,1747605980889528,25
926,1747605980889567,25
927,1747605980889606,10251
928,1747605980899869,25
929,1747605980899908,25
930,1747605980899946,26
931,1747605980899985,10199
932,1747605980910198,25
933,1747605980910236,26
934,1747605980910275,25
935,1747605980910314,25
936,1747605980910352,10250
937,1747605980920616,25
938,1747605980920655,26
939,1747605980920693,25
940,1747605980920732,10199
941,1747605980930945,26
942,1747605980930983,25
943,1747605980931022,25
944,1747605980931060,26
945,1747605980931099,10250
946,1747605980941363,25
947,1747605980941401,25
948,1747605980941440,25
949,1747605980941479,10200
950,1747605980951691,25
951,1747605980951730,25
952,1747605980951769,26
953,1747605980951807,10199
954,1747605980962020,25
955,1747605980962059,26
956,1747605980962097,25
957,1747605980962136,25
958,1747605980962175,10251
959,1747605980972438,25
960,1747605980972477,25
961,1747605980972515,25
962,1747605980972554,10199
963,1747605980982767,25
964,1747605980982805,25
965,1747605980982851,25
966,1747605980982890,25
967,1747605980982929,10243
968,1747605980993185,25
969,1747605980993223,26
970,1747605980993262,25
971,1747605980993301,10199
972,1747605981003513,26
973,1747605981003552,25
974,1747605981003591,25
975,1747605981003630,10200
976,1747605981013842,25
977,1747605981013881,25
978,1747605981013920,26
979,1747605981013958,25
980,1747605981013997,10250
981,1747605981024260,25
982,1747605981024299,25
983,1747605981024338,26
984,1747605981024376,10199
985,1747605981034589,25
986,1747605981034628,26
987,1747605981034666,25
988,1747605981034705,25
989,1747605981034744,10250
990,1747605981045007,25
991,1747605981045046,26
992,1747605981045084,25
993,1747605981045123,10199
994,1747605981055336,26
995,1747605981055374,25
996,1747605981055413,25
997,1747605981055452,26
998,1747605981055490,10250
999,1747605981065754,25
1000,1747605981065792,25
1001,1747605981065831,25
1002,1747605981065870,10200
1003,1747605981076082,25
1004,1747605981076121,25
1005,1747605981076160,26
1006,1747605981076198,10199
1007,1747605981086411,25
1008,1747605981086450,26
1009,1747605981086488,25
1010,1747605981086527,25
1011,1747605981086566,10251
1012,1747605981096829,33
1013,1747605981096875,25
1014,1747605981096914,25
1015,1747605981096952,10192
1016,1747605981107158,25
1017,1747605981107196,26
1018,1747605981107235,25
1019,1747605981107274,25
1020,1747605981107312,10250
1021,1747605981117576,25
1022,1747605981117615,26
1023,1747605981117653,25
1024,1747605981117692,10199
1025,1747605981127905,26
1026,1747605981127943,25
1027,1747605981127982,25
1028,1747605981128021,10200
1029,1747605981138233,25
1030,1747605981138272,25
1031,1747605981138311,26
1032,1747605981138349,25
1033,1747605981138388,10250
1034,1747605981148651,26
1035,1747605981148690,25
1036,1747605981148729,25
1037,1747605981148767,10200
1038,1747605981158980,25
1039,1747605981159019,26
1040,1747605981159057,25
1041,1747605981159096,25
1042,1747605981159135,10251
1043,1747605981169398,25
1044,1747605981169437,25
1045,1747605981169475,25
1046,1747605981169514,10199
1047,1747605981179727,25
1048,1747605981179765,26
1049,1747605981179804,25
1050,1747605981179843,25
1051,1747605981179881,10250
1052,1747605981190145,25
1053,1747605981190183,26
1054,1747605981190222,25
1055,1747605981190261,10199
1056,1747605981200474,26
1057,1747605981200512,25
1058,1747605981200551,25
1059,1747605981200589,10200
1060,1747605981210802,25
1061,1747605981210848,25
1062,1747605981210887,25
1063,1747605981210925,26
1064,1747605981210964,10243
1065,1747605981221220,25
1066,1747605981221259,25
1067,1747605981221298,26
1068,1747605981221336,10199
1069,1747605981231549,25
1070,1747605981231588,26
1071,1747605981231626,25
1072,1747605981231665,25
1073,1747605981231704,10250
1074,1747605981241967,25
1075,1747605981242006,26
1076,1747605981242044,25
1077,1747605981242083,10199
1078,1747605981252296,25
1079,1747605981252334,25
1080,1747605981252373,25
1081,1747605981252412,26
1082,1747605981252450,10250
1083,1747605981262714,25
1084,1747605981262752,26
1085,1747605981262791,25
1086,1747605981262830,10199
1087,1747605981273042,26
1088,1747605981273081,25
1089,1747605981273120,25
1090,1747605981273158,10200
1091,1747605981283371,25
1092,1747605981283410,25
1093,1747605981283448,25
1094,1747605981283487,25
1095,1747605981283526,10251
1096,1747605981293789,25
1097,1747605981293828,25
1098,1747605981293866,26
1099,1747605981293905,10199
1100,1747605981304118,25
1101,1747605981304156,26
1102,1747605981304195,25
1103,1747605981304234,25
1104,1747605981304272,10250
1105,1747605981314536,25
1106,1747605981314574,26
1107,1747605981314613,25
1108,1747605981314652,10203
1109,1747605981324869,25
1110,1747605981324908,26
1111,1747605981324946,25
1112,1747605981324985,10195
1113,1747605981335193,25
1114,1747605981335232,25
1115,1747605981335271,26
1116,1747605981335309,25
1117,1747605981335348,10250
1118,1747605981345611,25
1119,1747605981345650,25
1120,1747605981345689,26
1121,1747605981345727,10199
1122,1747605981355940,25
1123,1747605981355979,26
1124,1747605981356017,25
1125,1747605981356056,25
1126,1747605981356094,10250
1127,1747605981366358,25
1128,1747605981366397,26
1129,1747605981366435,25
1130,1747605981366474,10199
1131,1747605981376687,25
1132,1747605981376725,25
1133,1747605981376764,25
1134,1747605981376803,26
1135,1747605981376849,10243
1136,1747605981387105,25
1137,1747605981387144,26
1138,1747605981387182,25
1139,1747605981387221,10199
1140,1747605981397434,26
1141,1747605981397472,25
1142,1747605981397511,25
1143,1747605981397550,10200
1144,1747605981407762,25
1145,1747605981407801,25
1146,1747605981407840,26
1147,1747605981407878,25
1148,1747605981407917,10250
1149,1747605981418180,26
1150,1747605981418219,25
1151,1747605981418258,25
1152,1747605981418297,10200
1153,1747605981428509,25
1154,1747605981428548,25
1155,1747605981428587,26
1156,1747605981428625,25
1157,1747605981428664,10250
1158,1747605981438927,25
1159,1747605981438966,25
1160,1747605981439005,26
1161,1747605981439043,10199
1162,1747605981449256,25
1163,1747605981449295,26
1164,1747605981449333,25
1165,1747605981449372,10199
1166,1747605981459585,25
1167,1747605981459623,25
1168,1747605981459662,25
1169,1747605981459701,26
1170,1747605981459739,10250
1171,1747605981470003,25
1172,1747605981470041,26
1173,1747605981470080,25
1174,1747605981470119,10199
1175,1747605981480331,26
1176,1747605981480370,25
1177,1747605981480409,25
1178,1747605981480447,26
1179,1747605981480486,10250
1180,1747605981490750,26
1181,1747605981490788,25
1182,1747605981490827,32
1183,1747605981490873,10192
1184,1747605981501078,25
1185,1747605981501117,25
1186,1747605981501156,26
1187,1747605981501194,10199
1188,1747605981511407,25
1189,1747605981511446,26
1190,1747605981511484,25
1191,1747605981511523,25
1192,1747605981511561,10250
1193,1747605981521825,25
1194,1747605981521864,26
1195,1747605981521902,25
1196,1747605981521941,10199
1197,1747605981532154,26
1198,1747605981532192,25
1199,1747605981532231,25
1200,1747605981532270,26
1201,1747605981532308,10250
1202,1747605981542572,25
1203,1747605981542610,26
1204,1747605981542649,25
1205,1747605981542688,10199
1206,1747605981552900,26
1207,1747605981552939,25
1208,1747605981552978,25
1209,1747605981553016,10200
1210,1747605981563229,25
1211,1747605981563268,25
1212,1747605981563306,25
1213,1747605981563345,25
1214,1747605981563384,10251
1215,1747605981573647,25
1216,1747605981573686,25
1217,1747605981573724,26
1218,1747605981573763,10199
1219,1747605981583976,25
1220,1747605981584014,26
1221,1747605981584053,25
1222,1747605981584092,25
