trial,local_us,remote_us,latency_us,delta_local_us,delta_remote_us,error_us
1803,81276359,1747578898686148,24295,14000,42194,28194
1804,81310359,1747578898693767,6318,34000,7619,-26381
1805,81326359,1747578898711359,7431,16000,17592,1592
1806,81342359,1747578898745285,19887,16000,33926,17926
1807,81370359,1747578898754749,8121,28000,9464,-18536
1808,81388359,1747578898775890,10169,18000,21141,3141
1809,81408359,1747578898792542,7345,20000,16652,-3348
1810,81424359,1747578898806372,6012,16000,13830,-2170
1811,81440359,1747578898827929,9251,16000,21557,5557
1812,81458359,1747578898866254,22680,18000,38325,20325
1813,81490359,1747578898875479,7598,32000,9225,-22775
1814,81506359,1747578898887848,5125,16000,12369,-3631
1815,81520359,1747578898938974,30194,14000,51126,37126
1816,81560359,1747578898943893,6969,40000,4919,-35081
1817,81576359,1747578898960217,7568,16000,16324,324
1818,81592359,1747578899004815,26782,16000,44598,28598
1819,81628359,1747578899009867,5917,36000,5052,-30948
1820,81642359,1747578899028244,8919,14000,18377,4377
1821,81660359,1747578899057840,15774,18000,29596,11596
1822,81684359,1747578899068460,7551,24000,10620,-13380
1823,81700359,1747578899087599,9921,16000,19139,3139
1824,81718359,1747578899117005,18526,18000,29406,11406
1825,81746359,1747578899126533,4295,28000,9528,-18472
1826,81760359,1747578899147085,9571,14000,20552,6552
1827,81778359,1747578899196341,31034,18000,49256,31256
1828,81818359,1747578899201088,6617,40000,4747,-35253
1829,81834359,1747578899220216,8532,16000,19128,3128
1830,81852359,1747578899260899,24021,18000,40683,22683
1831,81886359,1747578899279667,13590,34000,18768,-15232
1832,81908359,1747578899290808,7057,22000,11141,-10859
1833,81924359,1747578899321427,17481,16000,30619,14619
1834,81950359,1747578899333645,7087,26000,12218,-13782
1835,81966359,1747578899387846,32328,16000,54201,38201
1836,82008359,1747578899389902,5249,42000,2056,-39944
1837,82022359,1747578899404822,5806,14000,14920,920
1838,82036359,1747578899553658,182295,14000,148836,134836
1839,82228359,1747578899619425,11801,192000,65767,-126233
1840,82248359,1747578899630692,6429,20000,11267,-8733
1841,82264359,1747578899787651,154530,16000,156959,140959
1842,82428359,1747578899813809,8089,164000,26158,-137842
1843,82446359,1747578899835580,11079,18000,21771,3771
1844,82466359,1747578899867376,18610,20000,31796,11796
1845,82494359,1747578899878381,7589,28000,11005,-16995
1846,82510359,1747578899895990,9381,16000,17609,1609
1847,82528359,1747578899920284,12299,18000,24294,6294
1848,82550359,1747578899935818,8487,22000,15534,-6466
1849,82568359,1747578899956139,9622,18000,20321,2321
1850,82586359,1747578900481764,447888,18000,525625,507625
1851,83042359,1747578900590332,199929,456000,108568,-347432
1852,83250359,1747578900842185,193589,208000,251853,43853
1853,83452359,1747578901093578,200097,202000,251393,49393
1854,83662359,1747578901044321,6047,210000,18446744073709502359,-259257
1855,83678359,1747578901070651,12348,16000,26330,10330
1856,83700359,1747578901414129,358937,22000,343478,321478
1857,84068359,1747578901593047,193859,368000,178918,-189082
1858,84270359,1747578901849648,196571,202000,256601,54601
1859,84476359,1747578902052497,196683,206000,202849,-3151
1860,84682359,1747578902255277,201732,206000,202780,-3220
1861,84892359,1747578902455566,188862,210000,200289,-9711
1862,85090359,1747578902663196,207251,198000,207630,9630
1863,85306359,1747578902920621,196990,216000,257425,41425
1864,85512359,1747578902894766,6356,206000,18446744073709525761,-231855
1865,85528359,1747578902909743,5148,16000,14977,-1023
1866,85542359,1747578903099621,155676,14000,189878,175878
1867,85706359,1747578903101371,14740,164000,1750,-162250
1868,85730359,1747578903130781,18327,24000,29410,5410
1869,85758359,1747578903458941,347127,28000,328160,300160
1870,86114359,1747578903648550,195607,356000,189609,-166391
1871,86318359,1747578903910307,199179,204000,261757,57757
1872,86526359,1747578904170250,193746,208000,259943,51943
1873,86728359,1747578904196119,63347,202000,25869,-176131
1874,86800359,1747578904502936,330170,72000,306817,234817
1875,87140359,1747578904697085,196193,340000,194149,-145851
1876,87346359,1747578904960624,194903,206000,263539,57539
1877,87550359,1747578904993296,54567,204000,32672,-171328
1878,87614359,1747578905292083,334107,64000,298787,234787
1879,87958359,1747578905362404,20233,344000,70321,-273679
1880,87988359,1747578905369668,5769,30000,7264,-22736
1881,88002359,1747578905386480,8568,14000,16812,2812
1882,88020359,1747578905421779,18993,18000,35299,17299
1883,88048359,1747578905741331,309790,28000,319552,291552
1884,88366359,1747578905779443,26599,318000,38112,-279888
1885,88402359,1747578905785651,6412,36000,6208,-29792
1886,88418359,1747578905800511,6258,16000,14860,-1140
1887,88434359,1747578906094209,333234,16000,293698,277698
1888,88776359,1747578906220556,47936,342000,126347,-215653
1889,88832359,1747578906215289,6987,56000,18446744073709546349,-61267
1890,88848359,1747578906230395,5663,16000,15106,-894
1891,88862359,1747578906525617,316878,14000,295222,281222
1892,89188359,1747578906568951,4703,326000,43334,-282666
1893,89202359,1747578906583790,5243,14000,14839,839
1894,89216359,1747578906617950,19038,14000,34160,20160
1895,89244359,1747578906627526,7167,28000,9576,-18424
1896,89260359,1747578906645184,8418,16000,17658,1658
1897,89278359,1747578906901578,308265,18000,256394,238394
1898,89596359,1747578906992877,15762,318000,91299,-226701
1899,89620359,1747578907003701,6281,24000,10824,-13176
1900,89636359,1747578907023614,9602,16000,19913,3913
1901,89654359,1747578907341856,342636,18000,318242,300242
1902,90006359,1747578907394315,9785,352000,52459,-299541
1903,90024359,1747578907476908,52700,18000,82593,64593
1904,90086359,1747578907469348,6627,62000,18446744073709544056,-69560
1905,90102359,1747578907620369,98805,16000,151021,135021
1906,90210359,1747578907615614,21707,108000,18446744073709546861,-112755
1907,90240359,1747578907623987,6432,30000,8373,-21627
1908,90256359,1747578907663971,23055,16000,39984,23984
1909,90288359,1747578907669259,4723,32000,5288,-26712
1910,90302359,1747578907819284,97732,14000,150025,136025
1911,90408359,1747578907791254,6747,106000,18446744073709523586,-134030
1912,90424359,1747578907806624,6438,16000,15370,-630
1913,90440359,1747578907854088,58446,16000,47464,31464
1914,90508359,1747578907889670,5073,68000,35582,-32418
1915,90522359,1747578907906224,6815,14000,16554,2554
1916,90538359,1747578907925854,10043,16000,19630,3630
1917,90558359,1747578907947611,12675,20000,21757,1757
1918,90580359,1747578907963052,6130,22000,15441,-6559
1919,90596359,1747578907978684,7857,16000,15632,-368
1920,90612359,1747578908096808,73972,16000,118124,102124
1921,90694359,1747578908076964,6643,82000,18446744073709531772,-101844
1922,90710359,1747578908094052,7318,16000,17088,1088
1923,90726359,1747578908126534,17926,16000,32482,16482
1924,90752359,1747578908317215,271836,26000,190681,164681
1925,91032359,1747578908419354,8968,280000,102139,-177861
1926,91050359,1747578908434776,7778,18000,15422,-2578
1927,91066359,1747578908531126,60695,16000,96350,80350
1928,91136359,1747578908517859,5619,70000,18446744073709538349,-83267
1929,91150359,1747578908534562,7728,14000,16703,2703
1930,91166359,1747578908564796,19042,16000,30234,14234
1931,91194359,1747578908577709,6619,28000,12913,-15087
1932,91210359,1747578908761285,219438,16000,183576,167576
1933,91438359,1747578908832441,14061,228000,71156,-156844
1934,91462359,1747578908856020,13703,24000,23579,-421
1935,91484359,1747578908867584,8152,22000,11564,-10436
1936,91502359,1747578908883877,6082,18000,16293,-1707
1937,91518359,1747578909163213,321165,16000,279336,263336
1938,91848359,1747578909305011,56389,330000,141798,-188202
1939,91914359,1747578909301105,9351,66000,18446744073709547710,-69906
1940,91932359,1747578909329555,16280,18000,28450,10450
1941,91958359,1747578909341714,6650,26000,12159,-13841
1942,91974359,1747578909354997,4774,16000,13283,-2717
1943,91988359,1747578909392748,20822,14000,37751,23751
1944,92018359,1747578909404652,8410,30000,11904,-18096
1945,92036359,1747578909419517,7615,18000,14865,-3135
1946,92052359,1747578909583284,196932,16000,163767,147767
1947,92258359,1747578909645135,8892,206000,61851,-144149
1948,92276359,1747578909678565,19054,18000,33430,15430
1949,92304359,1747578909687282,7751,28000,8717,-19283
1950,92320359,1747578909707437,9665,16000,20155,4155
1951,92338359,1747578909728968,12958,18000,21531,3531
1952,92360359,1747578909745270,8169,22000,16302,-5698
1953,92378359,1747578909760270,6277,18000,15000,-3000
1954,92394359,1747578909786381,12677,16000,26111,10111
1955,92416359,1747578909803167,9250,22000,16786,-5214
1956,92434359,1747578909820044,8556,18000,16877,-1123
1957,92452359,1747578909864880,27215,18000,44836,26836
1958,92488359,1747578909872464,7312,36000,7584,-28416
1959,92504359,1747578909890106,8457,16000,17642,1642
1960,92522359,1747578909915752,13689,18000,25646,7646
1961,92544359,1747578909926692,6468,22000,10940,-11060
1962,92560359,1747578909946038,8701,16000,19346,3346
1963,92578359,1747578909990062,27890,18000,44024,26024
1964,92614359,1747578910002837,13101,36000,12775,-23225
1965,92636359,1747578910046562,26608,22000,43725,21725
1966,92672359,1747578910056324,6952,36000,9762,-26238
1967,92688359,1747578910073725,7869,16000,17401,1401
1968,92704359,1747578910099720,14324,16000,25995,9995
1969,92728359,1747578910111612,7089,24000,11892,-12108
1970,92744359,1747578910239414,119315,16000,127802,111802
1971,92872359,1747578910254712,6403,128000,15298,-112702
1972,92888359,1747578910273267,8231,16000,18555,2555
1973,92906359,1747578910287703,5386,18000,14436,-3564
1974,92920359,1747578910316860,16147,14000,29157,15157
1975,92946359,1747578910327816,5863,26000,10956,-15044
1976,92960359,1747578910345247,7710,14000,17431,3431
1977,92976359,1747578910448066,93201,16000,102819,86819
1978,93078359,1747578910459959,5825,102000,11893,-90107
1979,93092359,1747578910477933,8778,14000,17974,3974
1980,93110359,1747578910494222,8149,18000,16289,-1711
1981,93128359,1747578910514173,8487,18000,19951,1951
1982,93146359,1747578910527966,5391,18000,13793,-4207
1983,93160359,1747578910544157,8967,14000,16191,2191
1984,93178359,1747578910575307,16209,18000,31150,13150
1985,93204359,1747578910587937,7103,26000,12630,-13370
1986,93220359,1747578910602706,5732,16000,14769,-1231
1987,93234359,1747578910637527,20090,14000,34821,20821
1988,93264359,1747578910646495,7344,30000,8968,-21032
1989,93280359,1747578910665472,7708,16000,18977,2977
1990,93296359,1747578910699896,20273,16000,34424,18424
1991,93326359,1747578910711499,9464,30000,11603,-18397
1992,93344359,1747578910730172,8740,18000,18673,673
1993,93362359,1747578910756932,14336,18000,26760,8760
1994,93386359,1747578910767311,5048,24000,10379,-13621
1995,93400359,1747578910782866,6060,14000,15555,1555
1996,93416359,1747578910812053,14820,16000,29187,13187
1997,93440359,1747578910823107,6944,24000,11054,-12946
1998,93456359,1747578910837873,6111,16000,14766,-1234
1999,93472359,1747578910873132,19087,16000,35259,19259
2000,93500359,1747578910882427,5970,28000,9295,-18705
2001,93514359,1747578910896864,6574,14000,14437,437
2002,93530359,1747578910938896,23566,16000,42032,26032
2003,93562359,1747578910944937,6912,32000,6041,-25959
2004,93578359,1747578910960397,5644,16000,15460,-540
2005,93592359,1747578910991059,17552,14000,30662,16662
2006,93618359,1747578910999649,5123,26000,8590,-17410
2007,93632359,1747578911014748,6929,14000,15099,1099
2008,93648359,1747578911060675,26036,16000,45927,29927
2009,93684359,1747578911067231,7013,36000,6556,-29444
2010,93700359,1747578911083051,6654,16000,15820,-180
2011,93716359,1747578911123603,22642,16000,40552,24552
2012,93748359,1747578911138656,12435,32000,15053,-16947
2013,93770359,1747578911154952,7588,22000,16296,-5704
2014,93786359,1747578911186920,17927,16000,31968,15968
2015,93812359,1747578911201141,9987,26000,14221,-11779
2016,93832358,1747578911215616,7030,19999,14475,-5524
2017,93848359,1747578911238077,11261,16001,22461,6460
2018,93868359,1747578911249854,5857,20000,11777,-8223
2019,93882359,1747578911267610,8350,14000,17756,3756
2020,93900359,1747578911304936,22671,18000,37326,19326
2021,93932359,1747578911315546,7007,32000,10610,-21390
2022,93948359,1747578911331139,6784,16000,15593,-407
2023,93964359,1747578911403055,43781,16000,71916,55916
2024,94016359,1747578911398590,6344,52000,18446744073709547151,-56465
2025,94032359,1747578911671208,264976,16000,272618,256618
2026,94306359,1747578911691154,7579,274000,19946,-254054
2027,94322359,1747578911729380,22268,16000,38226,22226
2028,94354359,1747578911742317,9620,32000,12937,-19063
2029,94372359,1747578911756555,7503,18000,14238,-3762
2030,94388359,1747578911887525,114782,16000,130970,114970
2031,94512359,1747578911903179,11691,124000,15654,-108346
2032,94532359,1747578911921674,10969,20000,18495,-1505
2033,94552359,1747578911938179,8835,20000,16505,-3495
2034,94570359,1747578911988658,32548,18000,50479,32479
2035,94612359,1747578911996398,6925,42000,7740,-34260
2036,94628359,1747578912051715,33608,16000,55317,39317
2037,94670359,1747578912058762,10091,42000,7047,-34953
2038,94690359,1747578912112810,32538,20000,54048,34048
2039,94732359,1747578912114567,6206,42000,1757,-40243
2040,94748359,1747578912130102,5392,16000,15535,-465
2041,94762359,1747578912168614,22429,14000,38512,24512
2042,94794359,1747578912176796,6310,32000,8182,-23818
2043,94810359,1747578912197925,9344,16000,21129,5129
2044,94828359,1747578912304611,84870,18000,106686,88686
2045,94922359,1747578912339335,28990,94000,34724,-59276
2046,94960359,1747578912346551,8909,38000,7216,-30784
2047,94978359,1747578912360081,5962,18000,13530,-4470
2048,94992359,1747578912408497,28366,14000,48416,34416
2049,95030359,1747578912413738,7087,38000,5241,-32759
2050,95046359,1747578912426910,4614,16000,13172,-2828
2051,95060359,1747578912463195,19627,14000,36285,22285
2052,95088359,1747578912475096,9459,28000,11901,-16099
2053,95106359,1747578912489861,8542,18000,14765,-3235
2054,95124359,1747578912514309,11416,18000,24448,6448
2055,95144359,1747578912527488,6427,20000,13179,-6821
2056,95160359,1747578912582173,32349,16000,54685,38685
2057,95202359,1747578912585426,7056,42000,3253,-38747
2058,95218359,1747578912600962,6704,16000,15536,-464
2059,95234359,1747578912648717,27663,16000,47755,31755
2060,95270359,1747578912654378,7519,36000,5661,-30339
2061,95286359,1747578912670030,7264,16000,15652,-348
2062,95302359,1747578912695409,13241,16000,25379,9379
2063,95324359,1747578912707855,7186,22000,12446,-9554
2064,95340359,1747578912723457,6811,16000,15602,-398
2065,95356359,1747578912759586,20564,16000,36129,20129
2066,95386359,1747578912768441,6460,30000,8855,-21145
2067,95402359,1747578912785572,6969,16000,17131,1131
2068,95418359,1747578912849338,38946,16000,63766,47766
2069,95466359,1747578912848751,6671,48000,18446744073709551029,-48587
2070,95482359,1747578912873128,12333,16000,24377,8377
2071,95504359,1747578912891807,9065,22000,18679,-3321
2072,95522359,1747578912903969,6165,18000,12162,-5838
2073,95538359,1747578912919476,5802,16000,15507,-493
2074,95552359,1747578912965305,27543,14000,45829,31829
2075,95588359,1747578912971489,6610,36000,6184,-29816
2076,95604359,1747578912988882,7378,16000,17393,1393
2077,95620359,1747578913017917,16557,16000,29035,13035
2078,95646359,1747578913033967,10177,26000,16050,-9950
2079,95666359,1747578913049337,6921,20000,15370,-4630
2080,95682359,1747578913079085,16137,16000,29748,13748
2081,95708359,1747578913093081,8208,26000,13996,-12004
2082,95726359,1747578913160142,40366,18000,67061,49061
2083,95776359,1747578913158589,6213,50000,18446744073709550063,-51553
2084,95792359,1747578913174030,6117,16000,15441,-559
2085,95808359,1747578913212768,23294,16000,38738,22738
2086,95840359,1747578913223731,7015,32000,10963,-21037
2087,95856359,1747578913241006,7960,16000,17275,1275
2088,95872359,1747578913297675,34971,16000,56669,40669
2089,95916359,1747578913296912,4640,44000,18446744073709550853,-44763
2090,95930359,1747578913315496,8017,14000,18584,4584
2091,95948359,1747578913353523,21696,18000,38027,20027
2092,95978359,1747578913359954,6064,30000,6431,-23569
2093,95994359,1747578913381315,9637,16000,21361,5361
2094,96012359,1747578913420122,24341,18000,38807,20807
2095,96046359,1747578913431121,8271,34000,10999,-23001
2096,96064359,1747578913447207,7440,18000,16086,-1914
2097,96080359,1747578913642947,266035,16000,195740,179740
2098,96356359,1747578913743207,9389,276000,100260,-175740
2099,96374359,1747578913757058,6158,18000,13851,-4149
2100,96390359,1747578913950582,159707,16000,193524,177524
2101,96558359,1747578913944607,8529,168000,18446744073709545641,-173975
2102,96576359,1747578913957764,5854,18000,13157,-4843
2103,96590359,1747578914137089,166767,14000,179325,165325
2104,96766359,1747578914151125,8333,176000,14036,-161964
2105,96784359,1747578914168491,7186,18000,17366,-634
2106,96800359,1747578914188571,10309,16000,20080,4080
2107,96820359,1747578914204096,7139,20000,15525,-4475
2108,96836359,1747578914234594,19300,16000,30498,14498
2109,96864359,1747578914246780,6734,28000,12186,-15814
2110,96880359,1747578914262321,5655,16000,15541,-459
2111,96894359,1747578914286087,12357,14000,23766,9766
2112,96916359,1747578914301894,8350,22000,15807,-6193
2113,96934359,1747578914320402,8869,18000,18508,508
2114,96952359,1747578914343528,12183,18000,23126,5126
2115,96974359,1747578914356872,5979,22000,13344,-8656
2116,96988359,1747578914369588,6130,14000,12716,-1284
2117,97004359,1747578914404678,19651,16000,35090,19090
2118,97032359,1747578914414868,6673,28000,10190,-17810
2119,97048359,1747578914430810,6461,16000,15942,-58
2120,97064359,1747578914510791,49474,16000,79981,63981
2121,97122359,1747578914505873,6704,58000,18446744073709546698,-62918
2122,97138359,1747578914521238,6082,16000,15365,-635
2123,97154359,1747578914551785,16473,16000,30547,14547
2124,97180359,1747578914562766,5958,26000,10981,-15019
2125,97194359,1747578914579016,7360,14000,16250,2250
2126,97210359,1747578914613754,20517,16000,34738,18738
2127,97240359,1747578914622727,6331,30000,8973,-21027
2128,97256359,1747578914639779,9413,16000,17052,1052
2129,97274359,1747578914674989,17970,18000,35210,17210
2130,97300359,1747578914684070,6781,26000,9081,-16919
2131,97316359,1747578914701001,7167,16000,16931,931
2132,97332359,1747578914741954,24148,16000,40953,24953
2133,97366359,1747578914748611,6360,34000,6657,-27343
2134,97382359,1747578914764102,6543,16000,15491,-509
2135,97398359,1747578914792164,13897,16000,28062,12062
2136,97420359,1747578914804576,7730,22000,12412,-9588
2137,97436359,1747578914818531,6262,16000,13955,-2045
2138,97452359,1747578914948212,126986,16000,129681,113681
2139,97588359,1747578914973454,7841,136000,25242,-110758
2140,97604359,1747578914986299,6336,16000,12845,-3155
2141,97620359,1747578915010677,11856,16000,24378,8378
2142,97640359,1747578915022826,6481,20000,12149,-7851
2143,97656359,1747578915039806,7185,16000,16980,980
2144,97672359,1747578915076096,20726,16000,36290,20290
2145,97702359,1747578915083328,5880,30000,7232,-22768
2146,97716359,1747578915365065,267192,14000,281737,267737
2147,97992359,1747578915579984,196335,276000,214919,-61081
2148,98198359,1747578915586293,10348,206000,6309,-199691
2149,98218359,1747578915820070,174666,20000,233777,213777
2150,98402359,1747578915786314,7186,184000,18446744073709517860,-217756
2151,98418359,1747578915799784,5620,16000,13470,-2530
2152,98432359,1747578915823706,12441,14000,23922,9922
2153,98454359,1747578916168420,348845,22000,344714,322714
2154,98812359,1747578916342316,195140,358000,173896,-184104
2155,99016359,1747578916601214,195886,204000,258898,54898
2156,99220359,1747578916861582,196982,204000,260368,56368
2157,99426359,1747578916808240,6278,206000,18446744073709498274,-259342
2158,99442359,1747578916824776,5975,16000,16536,536
2159,99456359,1747578916850501,14283,14000,25725,11725
2160,99480359,1747578916862621,5827,24000,12120,-11880
2161,99494359,1747578917027362,127780,14000,164741,150741
2162,99630359,1747578917027917,16615,136000,555,-135445
2163,99656359,1747578917053692,16782,26000,25775,-225
2164,99682359,1747578917237979,144246,26000,184287,158287
2165,99836359,1747578917218681,5830,154000,18446744073709532318,-173298
2166,99850359,1747578917232502,5813,14000,13821,-179
2167,99864359,1747578917274750,27550,14000,42248,28248
2168,99900359,1747578917598152,335928,36000,323402,287402
2169,100244359,1747578917791903,196795,344000,193751,-150249
2170,100450359,1747578918054349,195533,206000,262446,56446
2171,100654359,1747578918068706,27262,204000,14357,-189643
2172,100690359,1747578918400007,365120,36000,331301,295301
2173,101064359,1747578918499070,41234,374000,99063,-274937
2174,101114359,1747578918562237,49900,50000,63167,13167
2175,101172359,1747578918555228,6985,58000,18446744073709544607,-65009
2176,101188359,1747578918572407,7802,16000,17179,1179
2177,101204359,1747578918870151,260599,16000,297744,281744
2178,101474359,1747578919103821,195528,270000,233670,-36330
2179,101678359,1747578919058927,4805,204000,18446744073709506722,-248894
2180,101692359,1747578919116444,33653,14000,57517,43517
2181,101734359,1747578919279033,141184,42000,162589,120589
2182,101884359,1747578919304180,31376,150000,25147,-124853
2183,101924359,1747578919646359,359869,40000,342179,302179
2184,102292359,1747578919760825,63684,368000,114466,-253534
2185,102364359,1747578919868123,127711,72000,107298,35298
2186,102500359,1747578920092142,199711,136000,224019,88019
2187,102708359,1747578920095416,9578,208000,3274,-204726
2188,102726359,1747578920506977,384793,18000,411561,393561
2189,103120359,1747578920518895,16816,394000,11918,-382082
2190,103146359,1747578920563611,30021,26000,44716,18716
2191,103186359,1747578920568942,6911,40000,5331,-34669
2192,103202359,1747578920709888,109970,16000,140946,124946
2193,103320359,1747578920704848,7868,118000,18446744073709546576,-123040
2194,103336359,1747578920723463,9576,16000,18615,2615
2195,103354359,1747578920774413,31670,18000,50950,32950
2196,103394359,1747578920799670,21949,40000,25257,-14743
2197,103424359,1747578920826821,21931,30000,27151,-2849
2198,103454359,1747578920836440,6543,30000,9619,-20381
2199,103470359,1747578920856072,9011,16000,19632,3632
2200,103488359,1747578920932690,47960,18000,76618,58618
2201,103544359,1747578920933709,10743,56000,1019,-54981
2202,103564359,1747578921136332,157741,20000,202623,182623
2203,103730359,1747578921121597,12436,166000,18446744073709536881,-180735
2204,103752359,1747578921195077,46557,22000,73480,51480
2205,103808359,1747578921205386,16646,56000,10309,-45691
2206,103834359,1747578921241495,22878,26000,36109,10109
2207,103866359,1747578921329615,60785,32000,88120,56120
2208,103936359,1747578921318651,6512,70000,18446744073709540652,-80964
2209,103952359,1747578921368673,29221,16000,50022,34022
2210,103990359,1747578921371634,6110,38000,2961,-35039
2211,104006359,1747578921393178,9375,16000,21544,5544
2212,104024359,1747578921444774,32132,18000,51596,33596
2213,104066359,1747578921540479,68145,42000,95705,53705
2214,104144359,1747578921551566,22859,78000,11087,-66913
2215,104176359,1747578921574053,16769,32000,22487,-9513
2216,104202359,1747578921605073,20555,26000,31020,5020
2217,104232359,1747578921614683,7043,30000,9610,-20390
2218,104248359,1747578921629462,5756,16000,14779,-1221
2219,104262359,1747578921661015,17620,14000,31553,17553
2220,104288359,1747578921673795,8937,26000,12780,-13220
2221,104306359,1747578921688442,5782,18000,14647,-3353
2222,104320359,1747578921921149,217866,14000,232707,218707
2223,104546359,1747578921949322,20795,226000,28173,-197827
2224,104576359,1747578921957998,6068,30000,8676,-21324
2225,104592359,1747578921974883,8464,16000,16885,885
2226,104610359,1747578922013446,22222,18000,38563,20563
2227,104642359,1747578922028237,9043,32000,14791,-17209
2228,104660359,1747578922078604,30803,18000,50367,32367
2229,104700359,1747578922160170,58854,40000,81566,41566
2230,104768359,1747578922157984,11437,68000,18446744073709549430,-70186
2231,104788359,1747578922175966,9954,20000,17982,-2018
2232,104806359,1747578922221119,27926,18000,45153,27153
2233,104842359,1747578922226467,7775,36000,5348,-30652
2234,104858359,1747578922240478,6354,16000,14011,-1989
2235,104874359,1747578922280117,22287,16000,39639,23639
2236,104906359,1747578922344514,44577,32000,64397,32397
2237,104960359,1747578922342307,6191,54000,18446744073709549409,-56207
2238,104976359,1747578922362427,9014,16000,20120,4120
2239,104994359,1747578922466404,66762,18000,103977,85977
2240,105070359,1747578922453982,7877,76000,18446744073709539194,-88422
2241,105086359,1747578922486786,18595,16000,32804,16804
2242,105114359,1747578922505928,13262,28000,19142,-8858
2243,105136359,1747578922580438,47923,22000,74510,52510
2244,105192359,1747578922649383,56398,56000,68945,12945
2245,105258359,1747578922650693,13297,66000,1310,-64690
2246,105280359,1747578922690912,25270,22000,40219,18219
2247,105314359,1747578922699769,8533,34000,8857,-25143
2248,105332359,1747578922719617,9555,18000,19848,1848
2249,105350359,1747578922906425,212959,18000,186808,168808
2250,105572359,1747578922962358,11298,222000,55933,-166067
2251,105592359,1747578923201760,183745,20000,239402,219402
2252,105784359,1747578923387721,186539,192000,185961,-6039
2253,105980359,1747578923608515,195910,196000,220794,24794
2254,106184359,1747578923739546,195969,204000,131031,-72969
2255,106388359,1747578923801229,27222,204000,61683,-142317
2256,106424359,1747578923804745,4771,36000,3516,-32484
2257,106438359,1747578923824073,8902,14000,19328,5328
2258,106456359,1747578923879911,33860,18000,55838,37838
2259,106498359,1747578923885580,9861,42000,5669,-36331
2260,106516359,1747578923899069,6682,18000,13489,-4511
2261,106532359,1747578923952015,31597,16000,52946,36946
2262,106572359,1747578923954064,6171,40000,2049,-37951
2263,106588359,1747578923969353,5158,16000,15289,-711
2264,106602359,1747578924044253,48315,14000,74900,60900
2265,106660359,1747578924045162,8474,58000,909,-57091
2266,106678359,1747578924060453,7913,18000,15291,-2709
2267,106694359,1747578924098113,20832,16000,37660,21660
2268,106724359,1747578924106784,6707,30000,8671,-21329
2269,106740359,1747578924125416,9855,16000,18632,2632
2270,106758359,1747578924306886,236179,18000,181470,163470
2271,107004359,1747578924534421,195846,246000,227535,-18465
2272,107208359,1747578924595520,9649,204000,61099,-142901
2273,107226359,1747578924608359,5793,18000,12839,-5161
2274,107240359,1747578924624099,7671,14000,15740,1740
2275,107256359,1747578924652505,15139,16000,28406,12406
2276,107280359,1747578924662748,5960,24000,10243,-13757
2277,107294359,1747578924680674,8771,14000,17926,3926
2278,107312359,1747578924712976,18509,18000,32302,14302
2279,107340359,1747578924724842,7351,28000,11866,-16134
2280,107356359,1747578924737534,5165,16000,12692,-3308
2281,107370359,1747578924796323,35511,14000,58789,44789
2282,107414359,1747578924807654,13835,44000,11331,-32669
2283,107436359,1747578924818636,6404,22000,10982,-11018
2284,107452359,1747578924910388,56945,16000,91752,75752
2285,107518359,1747578924900613,6362,66000,18446744073709541841,-75775
2286,107534359,1747578924965634,39157,16000,65021,49021
2287,107582359,1747578924963789,6122,48000,18446744073709549771,-49845
2288,107598359,1747578924980334,5707,16000,16545,545
2289,107612359,1747578925034473,32708,14000,54139,40139
2290,107654359,1747578925046197,12144,42000,11724,-30276
2291,107676359,1747578925057621,6343,22000,11424,-10576
2292,107692359,1747578925079570,9844,16000,21949,5949
2293,107710359,1747578925091937,5490,18000,12367,-5633
2294,107724359,1747578925106399,6524,14000,14462,462
2295,107740359,1747578925151314,25424,16000,44915,28915
2296,107774359,1747578925162344,10311,34000,11030,-22970
2297,107794359,1747578925179774,8519,20000,17430,-2570
2298,107812359,1747578925218187,22556,18000,38413,20413
2299,107844359,1747578925231798,10130,32000,13611,-18389
2300,107864359,1747578925249715,8622,20000,17917,-2083
2301,107882359,1747578925267600,8480,18000,17885,-115
2302,107900359,1747578925283479,7336,18000,15879,-2121
2303,107916359,1747578925302487,9263,16000,19008,3008
2304,107934359,1747578925338355,20358,18000,35868,17868
2305,107964359,1747578925347786,7544,30000,9431,-20569
2306,107980359,1747578925361615,6116,16000,13829,-2171
2307,107996359,1747578925388800,13190,16000,27185,11185
2308,108018359,1747578925398980,4681,22000,10180,-11820
2309,108032359,1747578925414713,6643,14000,15733,1733
2310,108048359,1747578925448958,18780,16000,34245,18245
2311,108076359,1747578925461280,8002,28000,12322,-15678
2312,108094359,1747578925480561,9164,18000,19281,1281
2313,108112359,1747578925503838,12490,18000,23277,5277
2314,108134359,1747578925519283,8368,22000,15445,-6555
2315,108152359,1747578925535870,7144,18000,16587,-1413
2316,108168359,1747578925562182,15405,16000,26312,10312
2317,108192359,1747578925574251,6676,24000,12069,-11931
2318,108208359,1747578925590376,6581,16000,16125,125
2319,108224359,1747578925623748,17565,16000,33372,17372
2320,108250359,1747578925634325,6998,26000,10577,-15423
2321,108266359,1747578925648051,6187,16000,13726,-2274
2322,108282359,1747578925695232,27358,16000,47181,31181
2323,108318359,1747578925707205,11194,36000,11973,-24027
2324,108338359,1747578925750197,26233,20000,42992,22992
