trial,sent_us,recv_us,latency_us
482,1747604930119876,1747604930125522,5646
483,1747604930219876,1747604930225262,5386
484,1747604930319876,1747604930325419,5543
485,1747604930419876,1747604930425391,5515
486,1747604930519876,1747604930525571,5695
487,1747604930619876,1747604930625838,5962
488,1747604930719876,1747604930725919,6043
489,1747604930819876,1747604930825629,5753
490,1747604930919876,1747604930926065,6189
491,1747604931019876,1747604931025600,5724
492,1747604931119876,1747604931125332,5456
493,1747604931219876,1747604931225283,5407
494,1747604931319876,1747604931325600,5724
495,1747604931419876,1747604931425517,5641
496,1747604931519876,1747604931525370,5494
497,1747604931619876,1747604931625878,6002
498,1747604931719876,1747604931725660,5784
499,1747604931819876,1747604931825372,5496
500,1747604931919876,1747604931925311,5435
501,1747604932019876,1747604932025382,5506
502,1747604932119876,1747604932125434,5558
503,1747604932219876,1747604932225336,5460
504,1747604932319876,1747604932325281,5405
505,1747604932419876,1747604932425440,5564
506,1747604932519876,1747604932525434,5558
507,1747604932619876,1747604932625823,5947
508,1747604932719876,1747604932726322,6446
509,1747604932819876,1747604932826271,6395
510,1747604932919876,1747604932926301,6425
511,1747604933019876,1747604933026346,6470
512,1747604933119876,1747604933125601,5725
513,1747604933219876,1747604933225656,5780
514,1747604933319876,1747604933325801,5925
515,1747604933419876,1747604933425534,5658
516,1747604933519876,1747604933525114,5238
517,1747604933619876,1747604933625177,5301
518,1747604933719876,1747604933725107,5231
519,1747604933819876,1747604933825218,5342
520,1747604933919876,1747604933925272,5396
521,1747604934019876,1747604934025833,5957
522,1747604934119876,1747604934125237,5361
523,1747604934219876,1747604934225119,5243
524,1747604934319876,1747604934325049,5173
525,1747604934419876,1747604934425247,5371
526,1747604934519876,1747604934525122,5246
527,1747604934619876,1747604934625208,5332
528,1747604934719876,1747604934725088,5212
529,1747604934819876,1747604934825609,5733
530,1747604934919876,1747604934925186,5310
531,1747604935019876,1747604935025164,5288
532,1747604935119876,1747604935125706,5830
533,1747604935219876,1747604935225123,5247
534,1747604935319876,1747604935325398,5522
535,1747604935419876,1747604935425488,5612
536,1747604935519876,1747604935525297,5421
537,1747604935619876,1747604935625063,5187
538,1747604935719876,1747604935725871,5995
539,1747604935819876,1747604935825736,5860
540,1747604935919876,1747604935925277,5401
541,1747604936019876,1747604936025701,5825
542,1747604936119876,1747604936125510,5634
543,1747604936219876,1747604936225363,5487
544,1747604936319876,1747604936326469,6593
545,1747604936419876,1747604936425830,5954
546,1747604936519876,1747604936525411,5535
547,1747604936619876,1747604936626222,6346
548,1747604936719876,1747604936725981,6105
549,1747604936819876,1747604936825325,5449
550,1747604936919876,1747604936925377,5501
551,1747604937019876,1747604937025754,5878
552,1747604937119876,1747604937125855,5979
553,1747604937219876,1747604937225793,5917
554,1747604937319876,1747604937325668,5792
555,1747604937419876,1747604937425427,5551
556,1747604937519876,1747604937526497,6621
557,1747604937619876,1747604937625321,5445
558,1747604937719876,1747604937726257,6381
559,1747604937819876,1747604937825905,6029
560,1747604937919876,1747604937925262,5386
561,1747604938019876,1747604938026073,6197
562,1747604938119876,1747604938125662,5786
563,1747604938219876,1747604938225725,5849
564,1747604938319876,1747604938325842,5966
565,1747604938419876,1747604938426081,6205
566,1747604938519876,1747604938526325,6449
567,1747604938619876,1747604938625299,5423
568,1747604938719876,1747604938725505,5629
569,1747604938819876,1747604938825438,5562
570,1747604938919876,1747604938925373,5497
571,1747604939019876,1747604939025161,5285
572,1747604939119876,1747604939125790,5914
573,1747604939219876,1747604939225359,5483
574,1747604939319876,1747604939326488,6612
575,1747604939419876,1747604939425892,6016
576,1747604939519876,1747604939525905,6029
577,1747604939619876,1747604939625631,5755
578,1747604939719876,1747604939725231,5355
579,1747604939819876,1747604939825474,5598
580,1747604939919876,1747604939925722,5846
581,1747604940019876,1747604940025456,5580
582,1747604940119876,1747604940125867,5991
583,1747604940219876,1747604940225353,5477
584,1747604940319876,1747604940325650,5774
585,1747604940419876,1747604940425331,5455
586,1747604940519876,1747604940526663,6787
587,1747604940619876,1747604940625315,5439
588,1747604940719876,1747604940725374,5498
589,1747604940819876,1747604940825517,5641
590,1747604940919876,1747604940925226,5350
591,1747604941019876,1747604941025673,5797
592,1747604941119876,1747604941125188,5312
593,1747604941219876,1747604941225206,5330
594,1747604941319876,1747604941325412,5536
595,1747604941419876,1747604941425185,5309
596,1747604941519876,1747604941525669,5793
597,1747604941619876,1747604941625198,5322
598,1747604941719876,1747604941725146,5270
599,1747604941819876,1747604941825105,5229
600,1747604941919876,1747604941925222,5346
601,1747604942019876,1747604942025257,5381
602,1747604942119876,1747604942125197,5321
603,1747604942219876,1747604942225155,5279
604,1747604942319876,1747604942325310,5434
605,1747604942419876,1747604942425185,5309
606,1747604942519876,1747604942525400,5524
607,1747604942619876,1747604942625316,5440
608,1747604942719876,1747604942725171,5295
609,1747604942819876,1747604942826027,6151
610,1747604942919876,1747604942925386,5510
611,1747604943019876,1747604943025894,6018
612,1747604943119876,1747604943125317,5441
613,1747604943219876,1747604943225166,5290
614,1747604943319876,1747604943325139,5263
615,1747604943419876,1747604943425274,5398
616,1747604943519876,1747604943525716,5840
617,1747604943619876,1747604943625898,6022
618,1747604943719876,1747604943725653,5777
619,1747604943819876,1747604943825286,5410
620,1747604943919876,1747604943925408,5532
621,1747604944019876,1747604944025368,5492
622,1747604944119876,1747604944125597,5721
623,1747604944219876,1747604944225515,5639
624,1747604944319876,1747604944325641,5765
625,1747604944419876,1747604944425392,5516
626,1747604944519876,1747604944525761,5885
627,1747604944619876,1747604944625707,5831
628,1747604944719876,1747604944725964,6088
629,1747604944819876,1747604944825621,5745
630,1747604944919876,1747604944925468,5592
631,1747604945019876,1747604945026275,6399
632,1747604945119876,1747604945125976,6100
633,1747604945219876,1747604945225812,5936
634,1747604945319876,1747604945325976,6100
635,1747604945419876,1747604945425978,6102
636,1747604945519876,1747604945525398,5522
637,1747604945619876,1747604945625802,5926
638,1747604945719876,1747604945726220,6344
639,1747604945819876,1747604945826043,6167
640,1747604945919876,1747604945925620,5744
641,1747604946019876,1747604946025901,6025
642,1747604946119876,1747604946125654,5778
643,1747604946219876,1747604946225481,5605
644,1747604946319876,1747604946325471,5595
645,1747604946419876,1747604946425326,5450
646,1747604946519876,1747604946526123,6247
647,1747604946619876,1747604946625609,5733
648,1747604946719876,1747604946725704,5828
649,1747604946819876,1747604946825647,5771
650,1747604946919876,1747604946925418,5542
651,1747604947019876,1747604947025850,5974
652,1747604947119876,1747604947125373,5497
653,1747604947219876,1747604947225499,5623
654,1747604947319876,1747604947325985,6109
655,1747604947419876,1747604947425593,5717
656,1747604947519876,1747604947525282,5406
657,1747604947619876,1747604947625362,5486
658,1747604947719876,1747604947725426,5550
659,1747604947819876,1747604947825523,5647
660,1747604947919876,1747604947925584,5708
661,1747604948019876,1747604948025561,5685
662,1747604948119876,1747604948125295,5419
663,1747604948219876,1747604948225292,5416
664,1747604948319876,1747604948325425,5549
665,1747604948419876,1747604948425344,5468
666,1747604948519876,1747604948525307,5431
667,1747604948619876,1747604948625500,5624
668,1747604948719876,1747604948725288,5412
669,1747604948819876,1747604948825179,5303
670,1747604948919876,1747604948925521,5645
671,1747604949019876,1747604949025670,5794
672,1747604949119876,1747604949125553,5677
673,1747604949219876,1747604949225162,5286
674,1747604949319876,1747604949325409,5533
675,1747604949419876,1747604949425655,5779
676,1747604949519876,1747604949525332,5456
677,1747604949619876,1747604949625188,5312
678,1747604949719876,1747604949726089,6213
679,1747604949819876,1747604949825654,5778
680,1747604949919876,1747604949925503,5627
681,1747604950019876,1747604950025474,5598
682,1747604950119876,1747604950125971,6095
683,1747604950219876,1747604950225250,5374
684,1747604950319876,1747604950325962,6086
685,1747604950419876,1747604950425900,6024
686,1747604950519876,1747604950526449,6573
687,1747604950619876,1747604950626231,6355
688,1747604950719876,1747604950725916,6040
689,1747604950819876,1747604950826496,6620
690,1747604950919876,1747604950925731,5855
691,1747604951019876,1747604951025523,5647
692,1747604951119876,1747604951125763,5887
693,1747604951219876,1747604951225531,5655
694,1747604951319876,1747604951325599,5723
695,1747604951419876,1747604951425365,5489
696,1747604951519876,1747604951525637,5761
697,1747604951619876,1747604951625631,5755
698,1747604951719876,1747604951725516,5640
699,1747604951819876,1747604951825679,5803
700,1747604951919876,1747604951925796,5920
701,1747604952019876,1747604952025966,6090
702,1747604952119876,1747604952126250,6374
703,1747604952219876,1747604952225559,5683
704,1747604952319876,1747604952325446,5570
