trial,sent_us,recv_us,latency_us
511,1747604556500942,1747604556507909,6967
512,1747604556512202,1747604556524774,12572
513,1747604556530105,1747604556544269,14164
514,1747604556548429,1747604556556031,7602
515,1747604556560038,1747604556569271,9233
516,1747604556573320,1747604556580260,6940
517,1747604556585679,1747604556591543,5864
518,1747604556601230,1747604556608266,7036
519,1747604556613536,1747604556624897,11361
520,1747604556635397,1747604556647107,11710
521,1747604556657423,1747604556669348,11925
522,1747604556674515,1747604556685860,11345
523,1747604556691914,1747604556698916,7002
524,1747604556703964,1747604556715484,11520
525,1747604556719601,1747604556732066,12465
526,1747604556736106,1747604556748686,12580
527,1747604556752852,1747604556765425,12573
528,1747604556775094,1747604556782952,7858
529,1747604556788458,1747604556799793,11335
530,1747604556809349,1747604556816655,7306
531,1747604556822020,1747604556833139,11119
532,1747604556838596,1747604556855256,16660
533,1747604556859344,1747604556866364,7020
534,1747604556870842,1747604556883205,12363
535,1747604556887264,1747604556899937,12673
536,1747604556909242,1747604556916613,7371
537,1747604556924189,1747604556933212,9023
538,1747604556943724,1747604556949880,6156
539,1747604556954776,1747604556966412,11636
540,1747604556970504,1747604556983276,12772
541,1747604556994333,1747604557000017,5684
542,1747604557004110,1747604557011102,6992
543,1747604557015038,1747604557027741,12703
544,1747604557031770,1747604557044320,12550
545,1747604557048446,1747604557066764,18318
546,1747604557077264,1747604557089116,11852
547,1747604557099601,1747604557111270,11669
548,1747604557115348,1747604557122249,6901
549,1747604557137825,1747604557144520,6695
550,1747604557158659,1747604557166796,8137
551,1747604557170847,1747604557183598,12751
552,1747604557201685,1747604557211624,9939
553,1747604557221790,1747604557241212,19422
554,1747604557249501,1747604557258337,8836
555,1747604557266175,1747604557280442,14267
556,1747604557284510,1747604557297302,12792
557,1747604557305333,1747604557313134,7801
558,1747604557318626,1747604557330719,12093
559,1747604557334793,1747604557347368,12575
560,1747604557358022,1747604557375460,17438
561,1747604557379482,1747604557392403,12921
562,1747604557402574,1747604557414724,12150
563,1747604557418990,1747604557431321,12331
564,1747604557435421,1747604557450030,14609
565,1747604557453832,1747604557462819,8987
566,1747604557468705,1747604557480762,12057
567,1747604557490997,1747604557502697,11700
568,1747604557506672,1747604557513787,7115
569,1747604557518030,1747604557530687,12657
570,1747604557534632,1747604557541677,7045
571,1747604557547066,1747604557558272,11206
572,1747604557568760,1747604557580665,11905
573,1747604557590964,1747604557597452,6488
574,1747604557602304,1747604557608547,6243
575,1747604557612570,1747604557624959,12389
576,1747604557629040,1747604557647212,18172
577,1747604557651113,1747604557658354,7241
578,1747604557666274,1747604557676087,9813
579,1747604557680128,1747604557691777,11649
580,1747604557695853,1747604557714115,18262
581,1747604557718017,1747604557730804,12787
582,1747604557734769,1747604557747227,12458
583,1747604557751109,1747604557762487,11378
584,1747604557766491,1747604557779753,13262
585,1747604557783958,1747604557796833,12875
586,1747604557806992,1747604557824545,17553
587,1747604557833748,1747604557840917,7169
588,1747604557845811,1747604557858010,12199
589,1747604557862029,1747604557874900,12871
590,1747604557878930,1747604557891870,12940
591,1747604557895938,1747604557908014,12076
592,1747604557918715,1747604557930250,11535
593,1747604557941054,1747604557952688,11634
594,1747604557962682,1747604557970632,7950
595,1747604557981285,1747604557998622,17337
596,1747604558009057,1747604558027542,18485
597,1747604558031379,1747604558044446,13067
598,1747604558048297,1747604558060752,12455
599,1747604558064657,1747604558077294,12637
600,1747604558081691,1747604558094276,12585
601,1747604558098070,1747604558112300,14230
602,1747604558122029,1747604558129409,7380
603,1747604558133836,1747604558140664,6828
604,1747604558146037,1747604558157284,11247
605,1747604558162524,1747604558173859,11335
606,1747604558177951,1747604558190485,12534
607,1747604558195805,1747604558207266,11461
608,1747604558217732,1747604558229490,11758
609,1747604558233548,1747604558247217,13669
610,1747604558250784,1747604558268556,17772
611,1747604558272406,1747604558285429,13023
612,1747604558293327,1747604558308614,15287
613,1747604558312587,1747604558321016,8429
614,1747604558325326,1747604558337744,12418
615,1747604558355671,1747604558366050,10379
616,1747604558369904,1747604558382107,12203
617,1747604558387199,1747604558398700,11501
618,1747604558402672,1747604558415665,12993
619,1747604558433710,1747604558443030,9320
620,1747604558453729,1747604558471027,17298
621,1747604558477122,1747604558486164,9042
622,1747604558496828,1747604558508379,11551
623,1747604558512274,1747604558526973,14699
624,1747604558536345,1747604558545072,8727
625,1747604558554698,1747604558567523,12825
626,1747604558571414,1747604558578575,7161
627,1747604558586466,1747604558600762,14296
628,1747604558604802,1747604558611946,7144
629,1747604558616082,1747604558623095,7013
630,1747604558627483,1747604558634131,6648
631,1747604558638240,1747604558650676,12436
632,1747604558656670,1747604558674747,18077
633,1747604558680645,1747604558688680,8035
634,1747604558692986,1747604558705272,12286
635,1747604558722535,1747604558727604,5069
636,1747604558738126,1747604558749789,11663
637,1747604558753812,1747604558760692,6880
638,1747604558775680,1747604558783229,7549
639,1747604558793714,1747604558799790,6076
640,1747604558805208,1747604558810846,5638
641,1747604558816338,1747604558822365,6027
642,1747604558827818,1747604558839254,11436
643,1747604558849616,1747604558861312,11696
644,1747604558868267,1747604558872064,3797
645,1747604558877574,1747604558883461,5887
646,1747604558893979,1747604558900128,6149
647,1747604558905483,1747604558911276,5793
648,1747604558916576,1747604558929818,13242
649,1747604558939955,1747604558950123,10168
650,1747604558954686,1747604558966664,11978
651,1747604558977162,1747604558989073,11911
652,1747604558999584,1747604559011363,11779
653,1747604559015626,1747604559027861,12235
654,1747604559033264,1747604559044539,11275
655,1747604559054930,1747604559066871,11941
656,1747604559077403,1747604559089237,11834
657,1747604559096318,1747604559105680,9362
658,1747604559116484,1747604559127966,11482
659,1747604559131881,1747604559144637,12756
