trial,local_us,latency
548,1747599868735990,409
549,1747599868736420,296
550,1747599868736734,283
551,1747599868737033,289
552,1747599868737338,280
553,1747599868737635,285
554,1747599868737935,688
555,1747599868738643,439
556,1747599868739100,295
557,1747599868739410,276
558,1747599868739701,271
559,1747599868739987,362
560,1747599868740368,296
561,1747599868740683,278
562,1747599868740975,277
563,1747599868741268,276
564,1747599868741559,271
565,1747599868741845,276
566,1747599868742136,270
567,1747599868742422,276
568,1747599868742713,861
569,1747599868743597,329
570,1747599868743941,272
571,1747599868744229,276
572,1747599868744520,271
573,1747599868744806,375
574,1747599868745202,435
575,1747599868745653,393
576,1747599868746065,382
577,1747599868746470,295
578,1747599868746780,276
579,1747599868747072,283
580,1747599868747370,271
581,1747599868747656,275
582,1747599868747946,270
583,1747599868748233,275
584,1747599868748523,270
585,1747599868748810,383
586,1747599868749220,295
587,1747599868749531,282
588,1747599868749828,270
589,1747599868750114,276
590,1747599868750405,270
591,1747599868750691,460
592,1747599868751172,302
593,1747599868751491,281
594,1747599868751787,270
595,1747599868752074,276
596,1747599868752364,564
597,1747599868752950,407
598,1747599868753372,399
599,1747599868753790,407
600,1747599868754214,272
601,1747599868754502,276
602,1747599868754793,271
603,1747599868755079,282
604,1747599868755376,270
605,1747599868755662,276
606,1747599868755953,270
607,1747599868756239,394
608,1747599868756652,296
609,1747599868756966,284
610,1747599868757265,270
611,1747599868757551,276
612,1747599868757842,662
613,1747599868758526,324
614,1747599868758864,272
615,1747599868759152,283
616,1747599868759449,270
617,1747599868759736,276
618,1747599868760026,270
619,1747599868760312,276
620,1747599868760603,270
621,1747599868760889,276
622,1747599868761180,276
623,1747599868761472,276
624,1747599868761763,270
625,1747599868762049,276
626,1747599868762340,271
627,1747599868762626,276
628,1747599868762917,270
629,1747599868763203,391
630,1747599868763615,296
631,1747599868763927,282
632,1747599868764224,270
633,1747599868764511,276
634,1747599868764801,270
635,1747599868765088,283
636,1747599868765386,270
637,1747599868765672,307
638,1747599868765995,278
639,1747599868766289,276
640,1747599868766580,270
641,1747599868766866,276
642,1747599868767157,277
643,1747599868767451,276
644,1747599868767742,271
645,1747599868768028,570
646,1747599868768619,556
647,1747599868769193,307
648,1747599868769517,276
649,1747599868769810,386
650,1747599868770214,417
651,1747599868770650,282
652,1747599868770946,277
653,1747599868771239,275
654,1747599868771529,270
655,1747599868771816,276
656,1747599868772106,270
657,1747599868772393,276
658,1747599868772683,270
659,1747599868772969,283
660,1747599868773267,270
661,1747599868773554,386
662,1747599868773957,296
663,1747599868774272,281
664,1747599868774568,584
665,1747599868775172,408
666,1747599868775597,386
667,1747599868776002,301
668,1747599868776319,276
669,1747599868776611,374
670,1747599868777004,422
671,1747599868777445,401
672,1747599868777865,280
673,1747599868778160,275
674,1747599868778450,270
675,1747599868778737,276
676,1747599868779027,278
677,1747599868779321,275
678,1747599868779611,270
679,1747599868779898,275
680,1747599868780188,270
681,1747599868780475,276
682,1747599868780765,390
683,1747599868781175,307
684,1747599868781499,276
685,1747599868781792,276
686,1747599868782082,270
687,1747599868782369,275
688,1747599868782659,483
689,1747599868783162,308
690,1747599868783487,276
691,1747599868783779,276
692,1747599868784070,271
693,1747599868784356,276
694,1747599868784647,271
695,1747599868784933,283
696,1747599868785231,270
697,1747599868785517,276
698,1747599868785808,271
699,1747599868786094,275
700,1747599868786384,270
701,1747599868786671,275
702,1747599868786961,278
703,1747599868787255,439
704,1747599868787714,320
705,1747599868788052,297
706,1747599868788364,280
707,1747599868788659,277
708,1747599868788952,287
709,1747599868789254,277
710,1747599868789547,280
711,1747599868789842,277
712,1747599868790136,280
713,1747599868790430,277
714,1747599868790724,280
715,1747599868791019,202
716,1747599868791236,189
717,1747599868791440,180
718,1747599868791637,182
719,1747599868791834,179
720,1747599868792028,182
721,1747599868792225,179
722,1747599868792420,182
723,1747599868792617,179
724,1747599868792812,182
725,1747599868793009,178
726,1747599868793204,188
727,1747599868793407,179
728,1747599868793602,182
729,1747599868793799,178
730,1747599868793994,182
731,1747599868794190,179
732,1747599868794385,182
733,1747599868794582,179
734,1747599868794777,489
735,1747599868795288,291
736,1747599868795595,284
737,1747599868795893,277
738,1747599868796186,280
739,1747599868796481,283
740,1747599868796780,190
741,1747599868796985,675
742,1747599868797680,308
743,1747599868798005,280
744,1747599868798301,280
745,1747599868798596,277
746,1747599868798889,280
747,1747599868799183,285
748,1747599868799484,280
749,1747599868799779,277
750,1747599868800072,280
751,1747599868800366,277
752,1747599868800659,280
753,1747599868800954,284
754,1747599868801255,280
755,1747599868801549,277
756,1747599868801843,280
757,1747599868802137,459
758,1747599868802616,582
759,1747599868803225,293
760,1747599868803533,284
761,1747599868803832,277
762,1747599868804125,280
763,1747599868804419,277
764,1747599868804712,548
765,1747599868805281,404
766,1747599868805702,390
767,1747599868806113,303
768,1747599868806432,288
769,1747599868806734,277
770,1747599868807027,287
771,1747599868807329,277
772,1747599868807622,280
773,1747599868807917,277
774,1747599868808210,280
775,1747599868808505,277
776,1747599868808798,280
777,1747599868809093,283
778,1747599868809393,281
779,1747599868809687,277
780,1747599868809981,281
781,1747599868810276,277
782,1747599868810569,281
783,1747599868810864,277
784,1747599868811157,287
785,1747599868811459,277
786,1747599868811752,400
787,1747599868812173,301
788,1747599868812490,610
789,1747599868813119,294
790,1747599868813429,280
791,1747599868813724,276
792,1747599868814017,280
793,1747599868814312,277
794,1747599868814605,280
795,1747599868814899,277
796,1747599868815192,286
797,1747599868815493,277
798,1747599868815786,280
799,1747599868816081,385
800,1747599868816486,304
801,1747599868816807,284
802,1747599868817107,287
803,1747599868817409,496
804,1747599868817925,306
805,1747599868818249,286
806,1747599868818550,279
807,1747599868818844,277
808,1747599868819137,287
809,1747599868819439,277
810,1747599868819732,280
811,1747599868820027,608
812,1747599868820657,392
813,1747599868821138,335
814,1747599868821489,288
815,1747599868821792,277
816,1747599868822085,280
817,1747599868822380,277
818,1747599868822673,280
819,1747599868822968,283
820,1747599868823267,280
821,1747599868823562,381
822,1747599868823965,304
823,1747599868824284,283
824,1747599868824584,280
825,1747599868824878,277
826,1747599868825171,287
827,1747599868825473,277
828,1747599868825766,280
829,1747599868826061,470
830,1747599868826552,481
831,1747599868827048,402
832,1747599868827470,404
833,1747599868827891,404
834,1747599868828314,412
835,1747599868828744,284
836,1747599868829044,287
837,1747599868829346,276
838,1747599868829639,485
839,1747599868830143,400
840,1747599868830561,288
841,1747599868830864,277
842,1747599868831157,287
843,1747599868831459,277
844,1747599868831752,280
845,1747599868832047,277
846,1747599868832340,280
847,1747599868832635,381
848,1747599868833035,487
849,1747599868833540,376
850,1747599868833934,403
851,1747599868834357,404
852,1747599868834782,413
853,1747599868835219,284
854,1747599868835519,280
855,1747599868835813,277
856,1747599868836106,280
857,1747599868836401,277
858,1747599868836694,393
859,1747599868837106,308
860,1747599868837433,529
861,1747599868837979,400
862,1747599868838399,407
863,1747599868838825,416
864,1747599868839259,288
865,1747599868839562,277
866,1747599868839855,280
867,1747599868840150,277
868,1747599868840443,280
869,1747599868840738,277
870,1747599868841031,288
871,1747599868841333,276
872,1747599868841626,280
873,1747599868841921,277
874,1747599868842214,280
875,1747599868842508,277
876,1747599868842801,280
877,1747599868843096,284
878,1747599868843397,404
879,1747599868843820,301
880,1747599868844140,289
881,1747599868844443,277
882,1747599868844736,280
883,1747599868845031,284
884,1747599868845331,667
885,1747599868846017,411
886,1747599868846448,403
887,1747599868846865,401
888,1747599868847286,302
889,1747599868847603,277
890,1747599868847896,401
891,1747599868848319,303
892,1747599868848750,283
893,1747599868849048,284
894,1747599868849349,279
895,1747599868849643,277
896,1747599868849937,280
897,1747599868850231,277
898,1747599868850524,280
899,1747599868850819,277
900,1747599868851112,286
901,1747599868851413,277
902,1747599868851706,280
903,1747599868852001,277
904,1747599868852294,280
905,1747599868852589,277
906,1747599868852882,280
907,1747599868853177,399
908,1747599868853596,304
909,1747599868853918,554
910,1747599868854490,303
911,1747599868854809,281
912,1747599868855107,499
913,1747599868855624,301
914,1747599868855944,283
915,1747599868856242,277
916,1747599868856535,280
917,1747599868856830,277
918,1747599868857123,287
919,1747599868857425,277
920,1747599868857718,280
