trial,sent_us,recv_us,latency_us
487,1747595146628084,1747595146755161,127077
488,1747595146728085,1747595146965980,237895
489,1747595146828084,1747595147052064,223980
490,1747595146928087,1747595147213805,285718
491,1747595147028079,1747595147458241,430162
492,1747595147128088,1747595147577462,449374
493,1747595147228079,1747595147620983,392904
494,1747595147328089,1747595147828530,500441
495,1747595147428079,1747595147828716,400637
496,1747595147528081,1747595147828837,300756
497,1747595147628082,1747595147865338,237256
498,1747595147728095,1747595147865638,137543
499,1747595147828081,1747595147865820,37739
500,1747595147928089,1747595148087524,159435
501,1747595148028079,1747595148087801,59722
502,1747595148128090,1747595148155489,27399
503,1747595148228090,1747595148350183,122093
504,1747595148328082,1747595148350511,22429
505,1747595148428089,1747595148434623,6534
506,1747595148528082,1747595148553813,25731
507,1747595148628084,1747595148648188,20104
508,1747595148728082,1747595148817971,89889
509,1747595148828095,1747595148833776,5681
510,1747595148928082,1747595149075610,147528
511,1747595149028086,1747595149075902,47816
512,1747595149128084,1747595149133327,5243
513,1747595149228089,1747595149339501,111412
514,1747595149328082,1747595149346377,18295
515,1747595149428088,1747595149431584,3496
516,1747595149528079,1747595149598499,70420
517,1747595149628087,1747595149637116,9029
518,1747595149728086,1747595149866692,138606
519,1747595149828086,1747595149866892,38806
520,1747595149928079,1747595149931253,3174
521,1747595150028087,1747595150127928,99841
522,1747595150128090,1747595150131902,3812
523,1747595150228090,1747595150446961,218871
524,1747595150328082,1747595150447361,119279
525,1747595150428089,1747595150447640,19551
526,1747595150528082,1747595150533417,5335
527,1747595150628086,1747595150634850,6764
528,1747595150728079,1747595150737110,9031
529,1747595150828087,1747595150836960,8873
530,1747595150928084,1747595150936009,7925
531,1747595151028093,1747595151043770,15677
532,1747595151128084,1747595151133026,4942
533,1747595151228088,1747595151236100,8012
534,1747595151328084,1747595151334777,6693
535,1747595151428085,1747595151463835,35750
536,1747595151528082,1747595151531620,3538
537,1747595151628085,1747595151646804,18719
538,1747595151728086,1747595151738633,10547
539,1747595151828085,1747595151834799,6714
540,1747595151928082,1747595151938455,10373
541,1747595152028085,1747595152058039,29954
542,1747595152128082,1747595152131575,3493
543,1747595152228087,1747595152241706,13619
544,1747595152328082,1747595152355569,27487
545,1747595152428089,1747595152432327,4238
546,1747595152528088,1747595152533991,5903
547,1747595152628086,1747595152665843,37757
548,1747595152728087,1747595152740955,12868
549,1747595152828082,1747595152848821,20739
550,1747595152928084,1747595153285746,357662
551,1747595153028079,1747595153285917,257838
552,1747595153128091,1747595153286002,157911
553,1747595153228079,1747595153286495,58416
554,1747595153328084,1747595153349742,21658
555,1747595153428084,1747595153440074,11990
556,1747595153528087,1747595153550902,22815
557,1747595153628082,1747595153668840,40758
558,1747595153728086,1747595153734165,6079
559,1747595153828086,1747595154125206,297120
560,1747595153928089,1747595154125465,197376
561,1747595154028077,1747595154125689,97612
562,1747595154128085,1747595154147263,19178
563,1747595154228090,1747595154766007,537917
564,1747595154328093,1747595154766268,438175
565,1747595154428081,1747595154766410,338329
566,1747595154528081,1747595154766542,238461
567,1747595154628079,1747595154766690,138611
568,1747595154728081,1747595154766816,38735
569,1747595154828086,1747595154836471,8385
570,1747595154928089,1747595154936672,8583
571,1747595155028079,1747595155034020,5941
572,1747595155128086,1747595155132799,4713
573,1747595155228084,1747595155254762,26678
574,1747595155328085,1747595155336020,7935
575,1747595155428082,1747595155440061,11979
576,1747595155528085,1747595155546335,18250
577,1747595155628084,1747595155653362,25278
578,1747595155728089,1747595155734377,6288
579,1747595155828086,1747595155839745,11659
580,1747595155928085,1747595155954822,26737
581,1747595156028082,1747595156032178,4096
582,1747595156128086,1747595156140776,12690
583,1747595156228090,1747595156234398,6308
584,1747595156328085,1747595156335877,7792
585,1747595156428082,1747595156445097,17015
586,1747595156528085,1747595156533780,5695
587,1747595156628082,1747595156633883,5801
588,1747595156728085,1747595156747745,19660
589,1747595156828084,1747595156846216,18132
590,1747595156928086,1747595156938948,10862
591,1747595157028093,1747595157046971,18878
592,1747595157128088,1747595157131517,3429
593,1747595157228088,1747595157239559,11471
594,1747595157328082,1747595157334249,6167
595,1747595157428087,1747595157433930,5843
596,1747595157528079,1747595157532940,4861
597,1747595157628086,1747595157633753,5667
598,1747595157728082,1747595157750879,22797
599,1747595157828087,1747595157833588,5501
