trial,local_us,latency
819,1747593844217209,38696
820,1747593844255922,185974
821,1747593844442017,8161
822,1747593844450196,8797
823,1747593844488900,9054
824,1747593844588905,102696
825,1747593844691633,8154
826,1747593844788902,159437
827,1747593844948358,24935
828,1747593844988897,9048
829,1747593845088912,131047
830,1747593845219984,54968
831,1747593845288899,6873
832,1747593845388908,81354
833,1747593845488907,13452
834,1747593845588910,7920
835,1747593845688909,9810
836,1747593845788901,11599
837,1747593845888914,34352
838,1747593845988907,11226
839,1747593846088911,6095
840,1747593846188909,27074
841,1747593846288914,11344
842,1747593846388905,16668
843,1747593846488921,32987
844,1747593846588914,7336
845,1747593846688920,14260
846,1747593846788914,8999
847,1747593846888909,7070
848,1747593846988909,13659
849,1747593847088921,28073
850,1747593847188908,7993
851,1747593847288908,15009
852,1747593847388911,26583
853,1747593847488919,6865
854,1747593847588905,12381
855,1747593847688913,27192
856,1747593847788909,8003
857,1747593847888912,9451
858,1747593847988911,9072
859,1747593848088917,10367
860,1747593848188904,13697
861,1747593848288919,15538
862,1747593848388913,14557
863,1747593848488905,21288
864,1747593848588917,7846
865,1747593848688911,7954
866,1747593848788912,5918
867,1747593848888913,11705
868,1747593848988911,7991
869,1747593849088909,30001
870,1747593849188914,22883
871,1747593849288902,48618
872,1747593849388897,8149
873,1747593849488911,10620
874,1747593849588917,15091
875,1747593849688906,32648
876,1747593849788897,25976
877,1747593849888899,12113
878,1747593849988911,76376
879,1747593850088902,37027
880,1747593850188914,12975
881,1747593850288905,28118
882,1747593850388915,74257
883,1747593850488904,129686
884,1747593850618607,76120
885,1747593850694746,59219
886,1747593850788897,6828
887,1747593850888908,13389
888,1747593850988923,10054
889,1747593851088911,8920
890,1747593851188905,39713
891,1747593851288916,11273
892,1747593851388908,12355
893,1747593851488913,12654
894,1747593851588916,25056
895,1747593851688921,8197
896,1747593851788906,9187
897,1747593851888909,13923
898,1747593851988912,6259
899,1747593852088909,15137
900,1747593852188908,8756
901,1747593852288909,6952
902,1747593852388905,18544
903,1747593852488917,9930
904,1747593852588914,13251
905,1747593852688907,10860
906,1747593852788909,34214
907,1747593852888912,20516
908,1747593852988902,26467
909,1747593853088902,7775
910,1747593853188907,31103
911,1747593853288900,15826
912,1747593853388908,16935
913,1747593853488910,6809
914,1747593853588907,9220
915,1747593853688911,35516
916,1747593853788907,5008
917,1747593853888909,17987
918,1747593853988912,9366
919,1747593854088916,9289
920,1747593854188904,12259
921,1747593854288915,30161
922,1747593854388912,8143
923,1747593854488907,11033
924,1747593854588911,32961
925,1747593854688923,12318
926,1747593854788909,9365
927,1747593854888912,26380
928,1747593854988911,11293
929,1747593855088908,181551
930,1747593855270484,12594
931,1747593855288897,8149
932,1747593855388912,122273
933,1747593855511209,33428
934,1747593855588900,6749
935,1747593855688916,73922
936,1747593855788902,44552
937,1747593855888900,139686
938,1747593856028612,23172
939,1747593856088904,9470
940,1747593856188913,84888
941,1747593856288905,31992
942,1747593856388917,151283
943,1747593856540227,23490
944,1747593856588900,35459
945,1747593856689091,116471
946,1747593856805601,20190
947,1747593856888906,106433
948,1747593856995366,16126
949,1747593857088897,117463
950,1747593857206386,21755
951,1747593857288899,108263
952,1747593857397300,19614
953,1747593857488989,174713
954,1747593857663795,35876
955,1747593857699691,23073
956,1747593857788900,149306
957,1747593857938223,67830
958,1747593858006162,123420
959,1747593858129599,57011
960,1747593858188897,31814
961,1747593858288907,125300
962,1747593858414312,240725
963,1747593858655053,43677
964,1747593858698749,31301
965,1747593858730069,194691
966,1747593858924878,20158
967,1747593858945054,10112
968,1747593858988898,7929
969,1747593859088907,88114
970,1747593859188904,5230
971,1747593859288913,152007
972,1747593859440955,46499
973,1747593859488897,17074
974,1747593859588915,141774
975,1747593859730724,18126
976,1747593859788915,196041
977,1747593859984988,29157
978,1747593860014162,15678
979,1747593860088901,175028
980,1747593860263946,20151
981,1747593860288900,199702
982,1747593860488619,72952
983,1747593860561588,11126
984,1747593860588903,26157
985,1747593860688918,9348
986,1747593860788903,12826
987,1747593860888915,10747
988,1747593860988901,10470
989,1747593861088909,30589
990,1747593861188910,18362
991,1747593861288902,54820
992,1747593861388897,17812
993,1747593861488907,40623
994,1747593861588906,11489
995,1747593861688913,6792
996,1747593861788905,33893
997,1747593861888904,6793
998,1747593861988905,13901
999,1747593862088915,44648
1000,1747593862188909,9791
1001,1747593862288909,37835
1002,1747593862388910,7461
1003,1747593862488915,14246
1004,1747593862588912,7064
1005,1747593862688922,13470
1006,1747593862788899,11815
1007,1747593862888909,26834
1008,1747593862988897,6053
1009,1747593863088910,17853
1010,1747593863188898,38770
1011,1747593863289030,14753
1012,1747593863388914,14040
1013,1747593863488915,37592
1014,1747593863588908,7862
1015,1747593863688911,11905
1016,1747593863788902,27171
1017,1747593863888917,9267
1018,1747593863989001,9620
1019,1747593864088914,24715
1020,1747593864188911,17194
1021,1747593864288911,14022
1022,1747593864388905,9413
1023,1747593864488923,37990
1024,1747593864588914,11880
1025,1747593864688919,9381
1026,1747593864788909,15682
1027,1747593864888914,17815
1028,1747593864988913,8817
1029,1747593865088912,39088
1030,1747593865188911,6166
1031,1747593865288914,18037
1032,1747593865388907,27321
1033,1747593865488913,17576
1034,1747593865588914,14136
1035,1747593865688911,29179
1036,1747593865788907,23104
1037,1747593865888898,13021
1038,1747593865988913,16637
1039,1747593866088912,19015
1040,1747593866188906,41830
1041,1747593866288900,37306
1042,1747593866388904,5971
1043,1747593866488903,40670
1044,1747593866588906,15205
1045,1747593866688911,10830
1046,1747593866788910,21460
1047,1747593866888921,9176
1048,1747593866988905,15478
1049,1747593867088911,6818
1050,1747593867188906,32724
1051,1747593867288915,10350
1052,1747593867388909,27464
1053,1747593867488919,6066
1054,1747593867588905,9280
1055,1747593867688913,10119
1056,1747593867788910,29260
1057,1747593867888906,9550
1058,1747593867988915,12131
1059,1747593868088916,22269
1060,1747593868188919,7913
1061,1747593868288903,15371
1062,1747593868388916,27339
1063,1747593868488914,9996
1064,1747593868588904,15249
1065,1747593868688915,7400
1066,1747593868788921,10753
1067,1747593868888906,8136
1068,1747593868988915,25427
1069,1747593869088917,10327
1070,1747593869188908,19931
1071,1747593869288910,29222
1072,1747593869388921,9698
1073,1747593869488911,11689
1074,1747593869588919,49623
1075,1747593869688910,10283
1076,1747593869788897,14899
1077,1747593869888910,13276
1078,1747593869988901,8328
1079,1747593870088907,176175
1080,1747593870265107,32078
1081,1747593870297202,13732
1082,1747593870388909,143605
1083,1747593870532538,43413
1084,1747593870588902,10675
1085,1747593870688917,95446
1086,1747593870788897,24370
1087,1747593870888903,181322
1088,1747593871070254,11612
1089,1747593871088901,204449
1090,1747593871293371,27738
1091,1747593871321126,16169
1092,1747593871388897,148815
1093,1747593871537730,31716
1094,1747593871588902,7030
1095,1747593871688914,111617
1096,1747593871800566,34116
