trial,sent_us,recv_us,latency_us
234,1747601184597695,1747601184605132,7437
235,1747601184697695,1747601184704417,6722
236,1747601184797695,1747601184804509,6814
237,1747601184897695,1747601184906476,8781
238,1747601184997695,1747601185004405,6710
239,1747601185097695,1747601185104886,7191
240,1747601185197695,1747601185204682,6987
241,1747601185297695,1747601185304588,6893
242,1747601185397695,1747601185404416,6721
243,1747601185497695,1747601185505324,7629
244,1747601185597695,1747601185604811,7116
245,1747601185697695,1747601185705094,7399
246,1747601185797695,1747601185804628,6933
247,1747601185897695,1747601185904782,7087
248,1747601185997695,1747601186003209,5514
249,1747601186097695,1747601186105234,7539
250,1747601186197695,1747601186204559,6864
251,1747601186297695,1747601186305237,7542
252,1747601186397695,1747601186404532,6837
253,1747601186497695,1747601186505828,8133
254,1747601186597695,1747601186604633,6938
255,1747601186697695,1747601186705846,8151
256,1747601186797695,1747601186805002,7307
257,1747601186897695,1747601186904651,6956
258,1747601186997695,1747601187004879,7184
259,1747601187097695,1747601187104618,6923
260,1747601187197695,1747601187204551,6856
261,1747601187297695,1747601187304730,7035
262,1747601187397695,1747601187405660,7965
263,1747601187497695,1747601187504647,6952
264,1747601187597695,1747601187605109,7414
265,1747601187697695,1747601187704606,6911
266,1747601187797695,1747601187805024,7329
267,1747601187897695,1747601187905204,7509
268,1747601187997695,1747601188004810,7115
269,1747601188097695,1747601188104910,7215
270,1747601188197695,1747601188205298,7603
271,1747601188297695,1747601188304495,6800
272,1747601188397695,1747601188403201,5506
273,1747601188497695,1747601188505301,7606
274,1747601188597695,1747601188604758,7063
275,1747601188697695,1747601188703468,5773
276,1747601188797695,1747601188803136,5441
277,1747601188897695,1747601188905607,7912
278,1747601188997695,1747601189004705,7010
279,1747601189097695,1747601189105256,7561
280,1747601189197695,1747601189204590,6895
281,1747601189297695,1747601189305507,7812
282,1747601189397695,1747601189405454,7759
283,1747601189497695,1747601189504952,7257
284,1747601189597695,1747601189604757,7062
285,1747601189697695,1747601189704784,7089
286,1747601189797695,1747601189804620,6925
287,1747601189897695,1747601189904996,7301
288,1747601189997695,1747601190004695,7000
289,1747601190097695,1747601190103223,5528
290,1747601190197695,1747601190204703,7008
291,1747601190297695,1747601190305166,7471
292,1747601190397695,1747601190404722,7027
293,1747601190497695,1747601190504751,7056
294,1747601190597695,1747601190604674,6979
295,1747601190697695,1747601190704621,6926
296,1747601190797695,1747601190805085,7390
297,1747601190897695,1747601190905093,7398
298,1747601190997695,1747601191004801,7106
299,1747601191097695,1747601191104722,7027
300,1747601191197695,1747601191204641,6946
301,1747601191297695,1747601191304610,6915
302,1747601191397695,1747601191405114,7419
303,1747601191497695,1747601191504905,7210
304,1747601191597695,1747601191604548,6853
305,1747601191697695,1747601191704542,6847
306,1747601191797695,1747601191804665,6970
307,1747601191897695,1747601191904589,6894
308,1747601191997695,1747601192004840,7145
309,1747601192097695,1747601192105056,7361
310,1747601192197695,1747601192204616,6921
311,1747601192297695,1747601192304685,6990
312,1747601192397695,1747601192403195,5500
313,1747601192497695,1747601192505058,7363
314,1747601192597695,1747601192604579,6884
315,1747601192697695,1747601192704455,6760
316,1747601192797695,1747601192802945,5250
317,1747601192897695,1747601192905278,7583
